"";"Id";"LastInvoiceDate";"EnergyCutOffDate";"AgreementCutOffDate";"EnergyInvoicesDue";"AgreementInvoicesDue";"PSVAInvoicesDue";"TotalDebt";"TotalOverdueDebt";"TotalInvoicesDue";"CustomerRating";"PaymentProbability";"FirstProbabilityAction";"SecondProbabilityAction"
"6757";"0035B00000CLG1QQAX";"2010-08-30";"2017-12-14";"";1;0;0;19182;19182;1;1;0,662798833363701;"IVR";"SMS"
"14185";"0035B00000CLDo5QAH";"2017-06-01";"";"";1;0;0;15560;15560;1;1;0,662782357139289;"IVR";"SMS"
"9223";"0035B00000BG7OgQAL";"";"2017-11-30";"";1;0;0;12753;12753;1;1;0,662781015169433;"No Hacer Nada";"No Hacer Nada"
"18783";"0035B00000BG1QDQA1";"2016-11-27";"2017-10-31";"";2;0;0;35331;35331;2;1;0,662778273299438;"IVR";"Email"
"2402";"0035B00000BGAbhQAH";"2012-03-10";"2017-11-30";"";1;0;0;54297;54297;1;1;0,662772076747112;"IVR";"Email"
"6725";"0035B00000CTez7QAD";"2017-01-31";"";"";1;0;0;28069;28069;1;1;0,662722336233249;"Email";"No Hacer Nada"
"8627";"0035B00000BBPRnQAP";"2013-12-03";"2017-11-30";"";1;0;0;138292;138292;1;1;0,662720766644527;"IVR";"Email"
"23134";"0035B00000BBLGyQAP";"";"2017-10-30";"";2;0;0;20680;20680;2;1;0,66265070344939;"Email";"No Hacer Nada"
"6380";"0035B00000CLEgKQAX";"2016-09-27";"";"";1;0;0;10586;10586;1;1;0,662638136797711;"IVR";"SMS"
"12740";"0035B00000BBKpLQAX";"2008-03-26";"2017-11-30";"";1;0;0;36571;36571;1;1;0,662631375152484;"IVR";"SMS"
"13371";"0035B00000CQKdQQAX";"2016-03-23";"2017-12-12";"";1;0;0;19269;19269;1;1;0,662630163643881;"IVR";"SMS"
"6484";"0035B00000CL70QQAT";"2012-02-07";"";"";1;0;0;19002;19002;1;1;0,662621971628712;"IVR";"Email"
"14526";"0035B00000CYMXOQA5";"2010-08-11";"2017-11-17";"";2;0;0;72340;72340;2;1;0,662584055084478;"IVR";"SMS"
"22135";"0035B00000BBLugQAH";"";"2017-11-30";"";1;0;0;10880;10880;1;1;0,66258319025311;"No Hacer Nada";"No Hacer Nada"
"7737";"0035B00000CTjwLQAT";"2017-03-23";"2017-12-17";"";1;0;0;19802;19802;1;1;0,662581525244343;"Email";"No Hacer Nada"
"5218";"0035B00000BG8bjQAD";"";"2017-11-30";"";1;0;0;50170;50170;1;1;0,662540098821513;"No Hacer Nada";"No Hacer Nada"
"17470";"0035B00000CL450QAD";"";"";"";1;0;0;7040;7040;1;1;0,662510577191998;"No Hacer Nada";"No Hacer Nada"
"13185";"0035B00000CQIDMQA5";"";"";"";1;0;0;8409;8409;1;1;0,662509149477868;"No Hacer Nada";"No Hacer Nada"
"17985";"0035B00000CU0haQAD";"2017-10-20";"";"2017-11-03";1;1;0;16639;16639;1;1;0,662506600843544;"Email";"No Hacer Nada"
"6723";"0035B00000CLOp6QAH";"";"2017-11-09";"";2;0;0;21905;21905;2;1;0,662503221047279;"No Hacer Nada";"No Hacer Nada"
"15799";"0035B00000CKyJHQA1";"";"2017-11-13";"";2;0;0;53997;53997;2;1;0,662500901070485;"IVR";"Email"
"23633";"0035B00000AUzEsQAL";"2017-10-31";"2017-11-10";"2017-11-20";2;0;0;78312;61916;2;1;0,662471393914698;"IVR";"Email"
"3528";"0035B00000BG0FLQA1";"2017-10-14";"2017-11-30";"2017-11-17";1;0;0;155768;134588;1;1;0,662465503603623;"No Hacer Nada";"No Hacer Nada"
"8643";"0035B00000CTqNxQAL";"2010-09-24";"";"";1;0;0;16435;16435;1;1;0,662417237224144;"IVR";"SMS"
"12505";"0035B00000BAvuYQAT";"2017-06-21";"2017-11-30";"";1;0;0;22846;22846;1;1;0,662386851057096;"No Hacer Nada";"No Hacer Nada"
"9329";"0035B00000CQHhsQAH";"";"";"";1;0;0;39475;39475;1;1;0,662386207572396;"No Hacer Nada";"No Hacer Nada"
"18744";"0035B00000CTrT0QAL";"2017-05-03";"2017-11-16";"";2;0;0;43665;43665;2;1;0,662361338676592;"IVR";"SMS"
"16786";"0035B00000CTvZSQA1";"";"2017-12-17";"";1;0;0;28866;28866;1;1;0,662351117528546;"IVR";"Email"
"15667";"0035B00000D95VJQAZ";"";"2017-11-16";"";2;0;0;49405;49405;2;1;0,662327466269159;"IVR";"SMS"
"13434";"0035B00000CTj9kQAD";"2009-05-09";"2017-10-20";"";1;0;12;1324405;1324405;1;1;0,662316108412196;"Telefono";"IVR"
"16769";"0035B00000CU4v7QAD";"2011-06-09";"2017-11-17";"";2;0;0;59299;59299;2;1;0,662301384149765;"IVR";"Email"
"26111";"0035B00000BFyG6QAL";"2017-10-31";"2017-11-30";"2017-11-17";1;0;0;103970;26402;1;1;0,662296408806573;"No Hacer Nada";"No Hacer Nada"
"7061";"0035B00000BG4ozQAD";"2017-11-02";"2017-12-12";"2017-11-28";1;0;0;85862;57047;1;1;0,662262647700804;"IVR";"SMS"
"4353";"0035B00000CQBTmQAP";"2013-09-27";"2017-11-16";"";2;0;0;105246;105246;2;1;0,662262617297755;"Email";"No Hacer Nada"
"24670";"0035B00000BG60ZQAT";"";"2017-11-30";"";1;0;0;35073;35073;1;1;0,662261753609345;"IVR";"SMS"
"24845";"0035B00000BBSXmQAP";"2017-09-15";"2017-11-30";"";1;0;0;30164;30164;1;1;0,662255512725857;"IVR";"SMS"
"10562";"0035B00000CU6qYQAT";"";"";"";1;0;0;40390;40390;1;1;0,662244196279888;"No Hacer Nada";"No Hacer Nada"
"17543";"0035B00000CYQqzQAH";"";"";"";1;0;0;11903;11903;1;1;0,662218299586164;"IVR";"SMS"
"19776";"0035B00000CQPwEQAX";"2015-03-10";"";"";1;0;0;34305;34305;1;1;0,662213004853478;"IVR";"SMS"
"13317";"0035B00000BGTbpQAH";"2015-10-28";"2017-10-02";"";3;0;0;62805;62805;3;1;0,662204114631189;"Telefono";"Email"
"25629";"0035B00000BJHoqQAH";"2009-03-20";"2017-12-12";"";1;0;0;11220;11220;1;1;0,662199725580873;"IVR";"Email"
"14160";"0035B00000CQBlBQAX";"2017-01-30";"";"";1;0;0;33793;33793;1;1;0,662177861275927;"IVR";"Email"
"23768";"0035B00000BFy3pQAD";"";"2017-11-30";"";1;0;0;25271;25271;1;1;0,662169322732564;"IVR";"SMS"
"21762";"0035B00000CTkMZQA1";"2015-04-01";"";"";1;0;0;3145;3145;1;1;0,662166416082925;"No Hacer Nada";"No Hacer Nada"
"15608";"0035B00000CIoHfQAL";"2007-06-22";"2017-11-17";"";2;0;0;33979;33979;2;1;0,662164785408727;"IVR";"SMS"
"14597";"0035B00000CLG9BQAX";"2017-09-27";"2017-12-14";"";1;0;0;11921;11921;1;1;0,662135406577893;"IVR";"SMS"
"18838";"0035B00000CYSidQAH";"2017-10-10";"2017-11-28";"2017-11-14";1;0;0;84580;32263;1;1;0,662127759028628;"IVR";"SMS"
"10157";"0035B00000CYM5kQAH";"2017-11-06";"2017-12-21";"";1;0;0;45670;25150;1;1;0,662119168852017;"IVR";"SMS"
"7921";"0035B00000CQDQuQAP";"2011-09-01";"";"2017-10-30";1;1;0;58112;27720;1;1;0,662113776249914;"IVR";"Email"
"17572";"0035B00000CTeFVQA1";"2009-04-07";"2017-12-17";"";1;0;0;11100;11100;1;1;0,662101998159013;"IVR";"Email"
"3668";"0035B00000BGaSIQA1";"";"2017-11-30";"";1;0;0;94409;94409;1;1;0,662101533110061;"IVR";"SMS"
"13541";"0035B00000BGToGQAX";"2012-01-23";"2017-11-30";"";1;0;0;141874;141874;1;1;0,662088215356772;"IVR";"Email"
"19301";"0035B00000AUr2EQAT";"";"2017-11-28";"";1;0;0;56499;56499;1;1;0,6620625307474;"IVR";"Email"
"4238";"0035B00000CQ7tPQAT";"2016-08-10";"2017-12-23";"";1;0;0;11838;11838;1;1;0,662059107005586;"IVR";"Email"
"12130";"0035B000007kaQ5QAI";"2017-06-18";"";"";1;0;0;17141;17141;1;1;0,6620558100507;"No Hacer Nada";"No Hacer Nada"
"16858";"0035B00000BGBy5QAH";"2011-07-25";"2017-11-30";"";1;0;0;30781;30781;1;1;0,662001550387626;"IVR";"SMS"
"4828";"0035B00000CTi8AQAT";"2014-05-08";"2017-11-16";"";2;0;0;65173;65173;2;1;0,661974445006745;"Email";"No Hacer Nada"
"18389";"0035B00000BAw5AQAT";"";"2017-11-10";"";2;0;0;94196;94196;2;1;0,661971010805032;"IVR";"Email"
"22041";"0035B00000BBTFQQA5";"2014-09-15";"2017-11-04";"";2;0;0;22572;22572;2;1;0,661969045281321;"IVR";"SMS"
"7361";"0035B00000CQCRFQA5";"";"";"";1;0;0;34073;34073;1;1;0,661914428372838;"IVR";"Email"
"13389";"0035B00000BBVNQQA5";"";"2017-11-30";"";1;0;0;21509;21509;1;1;0,661892634296682;"IVR";"Email"
"1786";"0035B00000BBRsbQAH";"";"2017-11-30";"";1;0;0;173296;173296;1;1;0,661886901112337;"Telefono";"IVR"
"15892";"0035B00000CU3ZHQA1";"2017-08-10";"2017-11-17";"";2;0;0;468164;468164;2;1;0,661829456857704;"Telefono";"IVR"
"12772";"0035B00000CIcmrQAD";"2017-02-14";"2017-11-09";"";1;0;0;83814;83814;1;1;0,661828210823145;"Telefono";"IVR"
"12834";"0035B00000AUrOMQA1";"2017-01-12";"2017-11-28";"";1;0;0;75963;75963;1;1;0,661822239606926;"IVR";"Email"
"10487";"0035B00000CYPIqQAP";"2015-10-02";"2017-11-24";"";2;0;0;18383;18383;2;1;0,661794381946457;"No Hacer Nada";"No Hacer Nada"
"23764";"0035B00000BGWwpQAH";"";"2017-11-30";"";1;0;0;34009;34009;1;1;0,661760653806421;"IVR";"Email"
"5455";"0035B00000CU5IZQA1";"2013-04-04";"2017-11-17";"";2;0;0;98354;98354;2;1;0,661755533829064;"IVR";"Email"
"1233";"0035B00000BB72sQAD";"2017-09-27";"2017-12-09";"2017-10-24";1;1;0;58838;58838;1;1;0,661731337514037;"IVR";"SMS"
"4200";"0035B00000BGB5DQAX";"2009-10-20";"2017-11-30";"";1;0;0;2149;2149;1;1;0,661721387475056;"No Hacer Nada";"No Hacer Nada"
"26029";"0035B00000BFwK3QAL";"";"2017-11-30";"";1;0;0;22142;22142;1;1;0,661716566308816;"No Hacer Nada";"No Hacer Nada"
"21727";"0035B00000CTvTtQAL";"2008-11-17";"2017-11-16";"";2;0;0;69825;69825;2;1;0,661714830345021;"IVR";"SMS"
"3695";"0035B00000CQBB7QAP";"2010-12-03";"";"";1;0;0;10651;10651;1;1;0,661713984296736;"IVR";"Email"
"7819";"0035B00000CTjFBQA1";"";"2017-11-16";"";2;0;0;27149;27149;2;1;0,661703608314605;"IVR";"Email"
"25143";"0035B00000BAuVbQAL";"";"2017-11-30";"";1;0;0;5670;5670;1;1;0,661701338104999;"No Hacer Nada";"No Hacer Nada"
"18671";"0035B00000CTryxQAD";"2010-01-04";"";"";1;0;0;14947;14947;1;1;0,661683568383388;"IVR";"SMS"
"4063";"0035B00000CQEgnQAH";"";"2017-11-16";"";2;0;0;24775;24775;2;1;0,661669957571515;"Email";"No Hacer Nada"
"7186";"0035B00000BGWVsQAP";"2010-02-15";"2017-10-31";"";2;0;0;61112;61112;2;1;0,661664802767131;"IVR";"Email"
"1996";"0035B00000BBDhIQAX";"2017-08-02";"2017-10-10";"2017-08-26";3;3;0;333341;246421;3;1;0,661657818472234;"Telefono";"IVR"
"5572";"0035B00000AUkJcQAL";"";"2017-11-28";"";1;0;0;48782;48782;1;1;0,661642652401192;"No Hacer Nada";"No Hacer Nada"
"1325";"0035B00000BJHx6QAH";"2009-05-26";"2017-11-30";"";1;0;0;43552;43552;1;1;0,661599911351774;"IVR";"SMS"
"13611";"0035B00000BFz19QAD";"2009-03-12";"2017-11-30";"";1;0;0;69195;69195;1;1;0,661599840782749;"IVR";"Email"
"9265";"0035B00000CToBcQAL";"2010-04-06";"2017-11-15";"";4;0;0;94955;94955;4;1;0,661584465294611;"Telefono";"IVR"
"16463";"0035B00000CTitJQAT";"2010-08-31";"2017-11-16";"";2;0;0;84283;84283;2;1;0,661557420574387;"IVR";"Email"
"4008";"0035B00000BBSaBQAX";"2017-08-23";"2017-11-17";"2017-11-17";2;2;0;148099;140173;2;1;0,661550410452063;"Telefono";"IVR"
"26061";"0035B00000CQ95HQAT";"";"2017-12-15";"2017-10-30";1;0;0;31817;31817;1;1;0,661501070112344;"Email";"No Hacer Nada"
"12221";"0035B00000BFxFLQA1";"";"2017-11-10";"";2;0;0;62941;62941;2;1;0,661480707837063;"No Hacer Nada";"No Hacer Nada"
"24641";"0035B00000BBLZSQA5";"2017-11-02";"2017-12-12";"2017-11-27";1;0;0;78691;78691;1;1;0,661441565564369;"IVR";"SMS"
"7327";"0035B00000BBHlzQAH";"";"2017-11-30";"";1;0;0;231667;231667;1;1;0,661435018998717;"Telefono";"IVR"
"25431";"0035B00000BGVt8QAH";"2007-09-05";"2017-11-30";"";1;0;0;56513;56513;1;1;0,661424761069187;"IVR";"SMS"
"22209";"0035B00000BBQnMQAX";"";"2017-11-30";"";1;0;0;47390;47390;1;1;0,661401922890833;"Email";"No Hacer Nada"
"15142";"0035B00000CQNOLQA5";"2014-08-30";"2017-11-16";"";2;0;0;72185;72185;2;1;0,661388351327304;"IVR";"SMS"
"4131";"0035B00000BJHpJQAX";"2017-10-02";"";"2017-11-06";1;1;0;83793;29053;1;1;0,661367756092007;"IVR";"Email"
"20725";"0035B00000BAx7KQAT";"2016-05-17";"2017-11-30";"";1;0;0;41640;41640;1;1;0,661325280505929;"IVR";"SMS"
"6021";"0035B00000CTtCmQAL";"";"";"";1;0;0;5960;5960;1;1;0,661324290166297;"No Hacer Nada";"No Hacer Nada"
"7168";"0035B00000CYRibQAH";"2008-03-07";"";"";1;0;0;2148;2148;1;1;0,661311959965616;"No Hacer Nada";"No Hacer Nada"
"24489";"0035B00000BG4kPQAT";"2017-07-29";"2017-11-30";"";1;0;0;35531;35531;1;1;0,661300972990892;"IVR";"Email"
"3660";"0035B00000BG1fUQAT";"2016-03-22";"2017-11-30";"";1;0;0;31655;31655;1;1;0,66127612710796;"IVR";"SMS"
"14396";"0035B00000CQOaqQAH";"2011-06-30";"";"";1;0;0;15418;15418;1;1;0,661228657731125;"No Hacer Nada";"No Hacer Nada"
"6205";"0035B00000CL57EQAT";"2010-11-02";"";"";1;0;0;17366;17366;1;1;0,661215182080568;"Email";"No Hacer Nada"
"15790";"0035B00000AUpXgQAL";"";"2017-10-30";"";2;0;0;43974;43974;2;1;0,661210709773903;"IVR";"Email"
"8571";"0035B00000CQQ93QAH";"2010-08-09";"";"";1;0;0;49330;49330;1;1;0,661200386667957;"No Hacer Nada";"No Hacer Nada"
"14003";"0035B00000CQQVxQAP";"";"";"";1;0;0;11852;11852;1;1;0,661194246485353;"IVR";"SMS"
"3427";"0035B00000BG3HFQA1";"2011-03-01";"2017-11-30";"";1;0;0;29783;29783;1;1;0,661186384762267;"IVR";"Email"
"25299";"0035B00000BG3KuQAL";"";"2017-11-11";"";4;0;0;243234;243234;4;1;0,661168262581836;"Telefono";"Email"
"18064";"0035B00000CL6UhQAL";"";"";"";1;0;0;51221;51221;1;1;0,661102775349012;"IVR";"Email"
"12288";"0035B000007kXrrQAE";"";"2017-11-24";"";1;0;0;3375;3375;1;1;0,661075845123885;"No Hacer Nada";"No Hacer Nada"
"10611";"0035B00000CTgtyQAD";"2017-04-02";"";"";1;0;0;20504;20504;1;1;0,661070433717881;"IVR";"Email"
"23507";"0035B00000BBSjwQAH";"";"2017-11-30";"";1;0;0;24237;24237;1;1;0,661067598730011;"IVR";"SMS"
"15031";"0035B00000CLB86QAH";"";"2017-10-26";"";4;0;0;85677;85677;4;1;0,661061754499246;"Telefono";"Email"
"16388";"0035B00000BAwwOQAT";"2013-10-21";"2017-11-30";"";1;0;0;36275;36275;1;1;0,661058095244826;"IVR";"Email"
"21196";"0035B00000BGXGaQAP";"";"2017-11-30";"";1;0;0;21474;21474;1;1;0,661048370951637;"IVR";"No Hacer Nada"
"23685";"0035B00000BAxlUQAT";"2016-10-04";"2017-11-30";"2017-11-16";1;0;0;301061;152243;1;1;0,661028974377971;"Telefono";"IVR"
"15885";"0035B00000CLJUHQA5";"";"2017-12-14";"";1;0;0;6423;6423;1;1;0,661019001818983;"No Hacer Nada";"No Hacer Nada"
"22659";"0035B00000BBXUDQA5";"";"2017-10-30";"";2;0;0;6602;6602;2;1;0,660977264884983;"No Hacer Nada";"No Hacer Nada"
"4440";"0035B00000CTh1OQAT";"2012-08-01";"2017-11-27";"";1;0;0;106662;106662;1;1;0,660936322859115;"IVR";"Email"
"18226";"0035B00000BG3zEQAT";"2016-01-22";"2017-11-30";"";1;0;0;26413;26413;1;1;0,660929649757302;"IVR";"SMS"
"3115";"0035B00000CTeaTQAT";"";"";"";1;0;0;54843;54843;1;1;0,660917783743748;"IVR";"Email"
"21929";"0035B00000CYOUKQA5";"2010-10-04";"";"";1;0;0;8185;8185;1;1;0,660894079427117;"No Hacer Nada";"No Hacer Nada"
"3524";"0035B00000BG2T4QAL";"";"2017-11-30";"";1;0;0;59561;59561;1;1;0,660889242961036;"IVR";"Email"
"22966";"0035B00000BAyK5QAL";"";"2017-11-30";"";1;0;0;55856;55856;1;1;0,660857574347609;"IVR";"Email"
"3642";"0035B00000CTh4iQAD";"2017-10-06";"2017-11-16";"";2;0;0;74472;74472;2;1;0,660843756560588;"Email";"No Hacer Nada"
"24681";"0035B00000BAyFOQA1";"2017-09-04";"2017-11-12";"2017-11-12";2;1;0;51541;51541;2;1;0,660831292612753;"IVR";"SMS"
"11987";"0035B00000CLB9MQAX";"";"2017-11-13";"";2;0;0;59181;59181;2;1;0,660824837457756;"IVR";"Email"
"1930";"0035B00000BBPUZQA5";"2016-04-20";"2017-11-30";"";1;0;0;86306;86306;1;1;0,66080108450185;"IVR";"Email"
"3659";"0035B00000BGVkqQAH";"";"2017-11-30";"";1;0;0;32066;32066;1;1;0,660800891220358;"No Hacer Nada";"No Hacer Nada"
"12015";"0035B00000CLNdxQAH";"";"2017-12-14";"";1;0;0;27598;27598;1;1;0,660793767781434;"IVR";"SMS"
"16073";"0035B00000BFyJEQA1";"";"2017-11-30";"";1;0;0;35496;35496;1;1;0,660780326746908;"IVR";"SMS"
"22820";"0035B00000BAyimQAD";"2017-10-04";"2017-11-09";"2017-10-25";2;1;0;151628;144309;2;1;0,660770523574802;"IVR";"Email"
"19727";"0035B00000BGZbkQAH";"";"2017-11-30";"";1;0;0;823267;823267;1;1;0,660768346567431;"Telefono";"IVR"
"7567";"0035B00000CTiSCQA1";"";"2017-10-16";"";2;0;0;47858;47858;2;1;0,660755799316707;"Email";"No Hacer Nada"
"22366";"0035B00000BGXOsQAP";"2014-06-30";"2017-11-30";"";1;0;0;314979;314979;1;1;0,660722387992355;"Telefono";"IVR"
"4703";"0035B00000BFywWQAT";"2017-04-27";"2017-11-30";"";1;0;0;40457;40457;1;1;0,66071252351504;"IVR";"SMS"
"23084";"0035B00000CQDD9QAP";"";"2017-12-15";"";1;0;0;33417;33417;1;1;0,660707593307474;"IVR";"Email"
"25863";"0035B00000CIX8GQAX";"2017-10-06";"";"2017-10-30";1;1;0;26237;21199;1;1;0,660666961536148;"IVR";"SMS"
"21836";"0035B00000BG6l9QAD";"";"2017-11-30";"";1;0;0;13476;13476;1;1;0,660630110691161;"No Hacer Nada";"No Hacer Nada"
"19323";"0035B00000AUwwZQAT";"";"2017-11-28";"";1;0;0;41387;41387;1;1;0,66062797333486;"IVR";"Email"
"12653";"0035B00000BGBexQAH";"2017-11-02";"2017-11-30";"2017-11-17";1;0;0;56739;41766;1;1;0,660627199801642;"IVR";"SMS"
"21763";"0035B00000CTuZ5QAL";"";"2017-11-16";"";2;0;0;41282;41282;2;1;0,660624601094665;"IVR";"SMS"
"25360";"0035B00000BFyUFQA1";"2008-03-10";"2017-11-30";"";1;0;0;16033;16033;1;1;0,660623058253995;"No Hacer Nada";"No Hacer Nada"
"7212";"0035B000007kWAyQAM";"2017-07-19";"2017-11-21";"";2;0;0;111843;111843;2;1;0,660615133720679;"Telefono";"IVR"
"7334";"0035B00000BBWKYQA5";"";"2017-11-30";"";1;0;0;75916;75916;1;1;0,660610450604634;"IVR";"Email"
"11796";"0035B000004dfQ0QAI";"";"";"";1;0;0;30235;30235;1;1;0,660591155124915;"No Hacer Nada";"No Hacer Nada"
"6548";"0035B00000CQNTBQA5";"2017-11-13";"";"";1;0;0;185248;27900;1;1;0,660585945052086;"IVR";"SMS"
"21319";"0035B00000CL7XuQAL";"2017-10-18";"2017-11-17";"";2;1;0;53194;42224;2;1;0,660572401848076;"IVR";"Email"
"25630";"0035B00000BrknGQAR";"2017-10-31";"2017-12-07";"2017-11-22";1;0;0;29952;18857;1;1;0,660548009516813;"No Hacer Nada";"No Hacer Nada"
"23195";"0035B00000CYOOKQA5";"";"";"";1;0;0;21164;21164;1;1;0,660526889653571;"No Hacer Nada";"No Hacer Nada"
"15143";"0035B00000BBQLmQAP";"2017-08-14";"2017-10-30";"2017-09-15";2;1;0;67229;67229;2;1;0,660510447597151;"IVR";"SMS"
"8986";"0035B00000CTwCEQA1";"2017-05-23";"2017-12-17";"";1;0;0;31014;31014;1;1;0,660481591303088;"IVR";"SMS"
"3649";"0035B00000BG4c7QAD";"2017-11-13";"";"";3;1;0;54514;54514;3;1;0,660466126405274;"Telefono";"Email"
"11581";"0035B00000CTnGsQAL";"";"2017-11-16";"";2;0;0;22643;22643;2;1;0,660465954035842;"IVR";"Email"
"18591";"0035B00000BAseRQAT";"";"2017-11-13";"";2;0;0;62417;62417;2;1;0,660464728153962;"No Hacer Nada";"No Hacer Nada"
"19459";"0035B00000AUwNQQA1";"";"2017-11-28";"";1;0;0;48158;48158;1;1;0,660427223146081;"IVR";"Email"
"2086";"0035B00000CTrBFQA1";"2017-04-24";"2017-10-30";"";3;0;0;40850;40850;3;1;0,660404881619009;"No Hacer Nada";"No Hacer Nada"
"3167";"0035B00000BG63HQAT";"2008-04-18";"2017-11-30";"";1;0;0;7114;7114;1;1;0,660379674599586;"No   Hacer Nada";"No Hacer Nada"
"25947";"0035B000007kZqJQAU";"2011-02-25";"2017-11-24";"";2;0;0;60656;60656;2;1;0,660358976657649;"No Hacer Nada";"No Hacer Nada"
"220";"0035B00000BBPisQAH";"2015-07-27";"2017-11-30";"";1;0;0;97776;97776;1;1;0,660356754797006;"IVR";"SMS"
"19327";"0035B00000AUrbDQAT";"";"2017-11-30";"";1;0;0;91138;91138;1;1;0,660343703129279;"IVR";"Email"
"9908";"0035B00000CU1kvQAD";"";"";"";1;0;0;33918;33918;1;1;0,66033217093233;"IVR";"SMS"
"7658";"0035B00000BG1h1QAD";"2009-02-03";"2017-11-30";"";1;0;0;67166;67166;1;1;0,660301078765167;"IVR";"Email"
"19551";"0035B00000BAxtPQAT";"";"2017-11-30";"";1;0;0;14726;14726;1;1;0,660293433160886;"No Hacer Nada";"No Hacer Nada"
"9547";"0035B00000CTi4rQAD";"2015-12-29";"";"";1;0;0;59883;59883;1;1;0,660292086972812;"IVR";"Email"
"737";"0035B00000CTieEQAT";"2013-05-02";"";"";1;0;0;17358;17358;1;1;0,660286244738578;"IVR";"Email"
"24549";"0035B00000CL6CcQAL";"";"2017-11-09";"";2;0;0;20744;20744;2;1;0,660285891516108;"IVR";"Email"
"768";"0035B00000CQ76gQAD";"2015-09-10";"2017-11-16";"";2;0;0;50350;50350;2;1;0,660277636685259;"IVR";"Email"
"2492";"0035B00000BBRiVQAX";"";"2017-11-30";"";1;0;0;13369;13369;1;1;0,660272795612729;"No Hacer Nada";"No Hacer Nada"
"10471";"0035B00000CYNeoQAH";"2016-10-29";"2017-12-25";"";1;0;0;12034;12034;1;1;0,660272651632663;"IVR";"SMS"
"19345";"0035B00000AUwe3QAD";"2017-10-31";"2017-12-09";"";1;0;0;32801;32801;1;1;0,660248048187166;"IVR";"Email"
"22582";"0035B00000BAwNtQAL";"2015-04-11";"2017-11-30";"";1;0;0;18068;18068;1;1;0,660241468910041;"IVR";"SMS"
"9656";"0035B00000AUkEUQA1";"";"2017-10-30";"";1;0;0;22706;22706;1;1;0,660236200293708;"IVR";"Email"
"14373";"0035B00000BBOuLQAX";"";"2017-11-30";"";1;0;0;27135;27135;1;1;0,660232719423101;"IVR";"SMS"
"5151";"0035B00000CTfvJQAT";"";"";"";1;0;0;347;347;1;1;0,660218829671628;"No Hacer Nada";"No Hacer Nada"
"16594";"0035B000004dff3QAA";"";"";"";1;0;0;21145;21145;1;1;0,66021645426084;"IVR";"SMS"
"17736";"0035B00000CLMf6QAH";"";"";"";1;0;0;17209;17209;1;1;0,660209625465903;"IVR";"SMS"
"15218";"0035B00000CTuonQAD";"2017-11-08";"";"";1;0;0;183127;41872;1;1;0,66020782038026;"IVR";"SMS"
"9172";"0035B00000CTsNhQAL";"";"";"";1;0;0;6924;6924;1;1;0,660205294324823;"No Hacer Nada";"No Hacer Nada"
"14291";"0035B00000CTfYMQA1";"2017-03-27";"2017-11-16";"";2;0;0;32107;32107;2;1;0,660198618811139;"IVR";"Email"
"24481";"0035B00000BFwZyQAL";"2017-10-19";"2017-11-09";"2017-11-20";2;0;0;99469;75456;2;1;0,660175346613855;"Email";"No Hacer Nada"
"17779";"0035B00000BJHwzQAH";"2009-07-24";"2017-12-14";"";1;0;0;53480;53480;1;1;0,660164862044619;"IVR";"SMS"
"24738";"0035B00000BG1wZQAT";"2015-05-04";"2017-11-30";"";1;0;0;52620;52620;1;1;0,660083899146455;"IVR";"Email"
"8566";"0035B00000CTr7aQAD";"2009-06-02";"";"";1;0;0;14573;14573;1;1;0,660020251539044;"IVR";"SMS"
"1888";"0035B00000BB07dQAD";"";"2017-11-30";"";1;0;0;44212;44212;1;1;0,660014146291376;"IVR";"Email"
"5696";"0035B00000BrtSNQAZ";"";"2017-11-21";"";2;0;0;56693;56693;2;1;0,65995079650544;"IVR";"Email"
"4557";"0035B000007kYp1QAE";"2009-01-22";"2017-11-02";"";3;0;0;106218;106218;3;1;0,659940610601468;"Telefono";"IVR"
"9435";"0035B00000CU2atQAD";"";"";"";1;0;0;11146;11146;1;1;0,659936531450597;"IVR";"Email"
"12977";"0035B00000CU5teQAD";"";"2017-11-17";"";1;0;0;15877;15877;1;1;0,659932835657475;"Email";"No Hacer Nada"
"13824";"0035B00000BGWx3QAH";"2017-10-19";"2017-12-04";"2017-11-20";1;0;0;56178;35163;1;1;0,659888324499678;"IVR";"Email"
"24848";"0035B00000BBB5zQAH";"";"2017-11-30";"";1;0;0;208361;208361;1;1;0,659875456841498;"Telefono";"IVR"
"20436";"0035B00000BBWZFQA5";"";"2017-11-30";"";1;0;0;3463;3463;1;1;0,659864467004752;"No Hacer Nada";"No Hacer Nada"
"12150";"0035B00000BGXFbQAP";"2010-06-08";"2017-11-30";"";1;0;0;18203;18203;1;1;0,65984596821327;"IVR";"SMS"
"5219";"0035B00000BG3xVQAT";"";"2017-10-31";"";2;0;0;61079;61079;2;1;0,659834006739364;"IVR";"Email"
"3588";"0035B00000BG7s9QAD";"";"2017-11-10";"2017-11-17";2;0;0;87573;87573;2;1;0,659812719319449;"IVR";"Email"
"7038";"0035B00000CTryIQAT";"2013-11-29";"2017-11-16";"2017-11-02";2;0;0;36615;36615;2;1;0,659791974005086;"IVR";"SMS"
"12489";"0035B00000BAtm9QAD";"";"2017-11-30";"";1;0;0;18559;18559;1;1;0,659787994444873;"No Hacer Nada";"No Hacer Nada"
"16476";"0035B00000BG2hnQAD";"2013-09-25";"2017-11-30";"";1;0;0;53781;53781;1;1;0,659777817119335;"IVR";"Email"
