Id,CJLastInvoiceDate__c,CJEnergyCutOffDate__c,CJAgreementCutOffDate__c,CJEnergyInvoicesDue__c,CJAgreementInvoicesDue__c,CJPSVAInvoicesDue__c,CJTotalDebt__c,CJTotalOverdueDebt__c,CJTotalInvoicesDue__c,CJCustomerRating__c,CJPaymentProbability__c,CJSuggestion1__c,CJSuggestion2__c,CJModelExecutionDate__c
0035B00000BBUkhQAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,13170.0,13170.0,1.0,1.0,0.75063390909014,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAuSBQA1,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,38551.0,38551.0,1.0,1.0,0.81521528732016,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBP3LQAX,2017-02-21T00:00:00,2017-11-04T00:00:00,2017-09-20T00:00:00,2.0,2.0,0.0,439295.0,259524.0,2.0,1.0,0.571844013007317,Telefono,IVR,2017-11-14T00:00:00
0035B00000BBKsjQAH,#N/A,2017-06-01T00:00:00,#N/A,7.0,0.0,0.0,11618.0,11618.0,7.0,0.0,0.213577118140322,Corte,Telefono,2017-11-14T00:00:00
0035B00000BAwxGQAT,2007-10-23T00:00:00,2017-08-29T00:00:00,#N/A,4.0,0.0,0.0,5465.0,5465.0,4.0,1.0,0.628626392290725,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBRkCQAX,#N/A,2017-10-30T00:00:00,#N/A,2.0,0.0,0.0,24339.0,24339.0,2.0,1.0,0.553148991639668,IVR,Email,2017-11-14T00:00:00
0035B00000BBGZZQA5,2017-08-14T00:00:00,2017-10-30T00:00:00,#N/A,2.0,0.0,0.0,119538.0,119538.0,2.0,1.0,0.575453213487724,IVR,Email,2017-11-14T00:00:00
0035B00000BBH63QAH,2017-05-05T00:00:00,2017-10-30T00:00:00,#N/A,2.0,0.0,0.0,155794.0,155794.0,2.0,1.0,0.597349584772057,Telefono,IVR,2017-11-14T00:00:00
0035B00000BB06lQAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,17282.0,17282.0,1.0,1.0,0.586194208003102,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAtD5QAL,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,22623.0,22623.0,1.0,1.0,0.676793419867704,Email,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAxPKQA1,2015-01-17T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,51003.0,51003.0,1.0,1.0,0.734631265157921,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBNyBQAX,2014-05-12T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,51646.0,51646.0,1.0,1.0,0.807106696145094,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBK25QAH,#N/A,2017-05-29T00:00:00,#N/A,59.0,0.0,0.0,735866.0,735866.0,59.0,0.0,0.192301767150584,Carta,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBKJRQA5,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,31318.0,31318.0,1.0,1.0,0.837979925099783,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBSoXQAX,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,14559.0,14559.0,1.0,1.0,0.568684876443919,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBMhDQAX,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,20304.0,20304.0,1.0,1.0,0.711829448014917,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBOkrQAH,2011-03-30T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,40596.0,40596.0,1.0,1.0,0.573223865868778,IVR,Email,2017-11-14T00:00:00
0035B00000BBH7WQAX,2017-11-02T00:00:00,2017-12-04T00:00:00,#N/A,1.0,0.0,0.0,48139.0,48139.0,1.0,1.0,0.798005345747866,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAxgeQAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,101296.0,101296.0,1.0,1.0,0.754996819723625,Email,SMS,2017-11-14T00:00:00
0035B00000BAyN6QAL,2016-03-23T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,100140.0,100140.0,1.0,1.0,0.724027949365245,Email,SMS,2017-11-14T00:00:00
0035B00000BBPqgQAH,2015-02-02T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,8156.0,8156.0,1.0,1.0,0.562458345650491,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAzL1QAL,2014-03-14T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,50861.0,50861.0,1.0,1.0,0.604161420252266,IVR,SMS,2017-11-14T00:00:00
0035B00000BBPGRQA5,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,142847.0,142847.0,1.0,1.0,0.802967400580459,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBNkiQAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,93235.0,93235.0,1.0,1.0,0.687294044497645,Email,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAz4IQAT,2015-10-07T00:00:00,2017-03-30T00:00:00,#N/A,9.0,0.0,0.0,310265.0,310265.0,9.0,0.0,0.161697158728322,Corte,Carta,2017-11-14T00:00:00
0035B00000BBROtQAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,110571.0,110571.0,1.0,1.0,0.71096495008741,SMS,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBTi7QAH,2008-02-06T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,163207.0,163207.0,1.0,1.0,0.732804481449979,Email,SMS,2017-11-14T00:00:00
0035B00000BAtPTQA1,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,35110.0,35110.0,1.0,1.0,0.615089677912842,Email,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAySRQA1,#N/A,2017-10-30T00:00:00,#N/A,2.0,0.0,0.0,1811.0,1811.0,2.0,0.0,0.409306835676293,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBOzGQAX,2010-09-20T00:00:00,2017-06-01T00:00:00,#N/A,7.0,0.0,0.0,166017.0,166017.0,7.0,0.0,0.228954746960662,Carta,Telefono,2017-11-14T00:00:00
0035B00000BBJ1IQAX,2008-05-07T00:00:00,2017-11-13T00:00:00,#N/A,2.0,0.0,0.0,107909.0,107909.0,2.0,1.0,0.697907678797591,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBM9QQAX,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,983228.0,983228.0,1.0,1.0,0.928638109728512,Email,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBSKPQA5,2011-12-15T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,117401.0,117401.0,1.0,1.0,0.776542178570879,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBL3sQAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,2177.0,2177.0,1.0,1.0,0.605157922338031,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBNvZQAX,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,43364.0,43364.0,1.0,1.0,0.730798386116769,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAw2zQAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,517935.0,517935.0,1.0,1.0,0.877136307531925,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBT2sQAH,2017-10-26T00:00:00,2017-12-09T00:00:00,2017-11-25T00:00:00,1.0,0.0,0.0,407127.0,201641.0,1.0,1.0,0.870210387837652,Email,SMS,2017-11-14T00:00:00
0035B00000BFzUWQA1,2011-04-06T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,495803.0,495803.0,1.0,1.0,0.913104289735973,SMS,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG4JBQA1,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,101406.0,101406.0,1.0,1.0,0.686585316347691,Email,SMS,2017-11-14T00:00:00
0035B00000BGBxgQAH,2011-12-20T00:00:00,2017-11-13T00:00:00,#N/A,2.0,0.0,0.0,29227.0,29227.0,2.0,1.0,0.656578088873282,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG593QAD,2016-03-16T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,490311.0,490311.0,1.0,1.0,0.721012711468974,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BGZbfQAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,39902.0,39902.0,1.0,1.0,0.852343712141733,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFyUVQA1,2015-09-29T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,85517.0,85517.0,1.0,1.0,0.721369628923378,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BGTCKQA5,2016-12-19T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,64710.0,64710.0,1.0,1.0,0.648743871001302,IVR,SMS,2017-11-14T00:00:00
0035B00000BG0NCQA1,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,41656.0,41656.0,1.0,1.0,0.817283857986057,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BGXHhQAP,2017-09-14T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,68316.0,68316.0,1.0,1.0,0.810166174354413,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG6jjQAD,2010-09-14T00:00:00,2017-11-30T00:00:00,2017-11-17T00:00:00,1.0,0.0,0.0,22473.0,22473.0,1.0,1.0,0.82809355615628,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG8JtQAL,2015-03-05T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,39850.0,39850.0,1.0,1.0,0.840937718936596,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG4HRQA1,#N/A,2017-08-31T00:00:00,#N/A,4.0,0.0,0.0,10821.0,10821.0,4.0,1.0,0.539410773843237,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BGCD3QAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,51611.0,51611.0,1.0,1.0,0.560016373404343,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BGZbpQAH,2016-10-17T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,41730.0,41730.0,1.0,1.0,0.851381081098668,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BG3LXQA1,2012-01-07T00:00:00,2017-10-31T00:00:00,#N/A,2.0,0.0,0.0,1937.0,1937.0,2.0,0.0,0.295415395455757,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFxPrQAL,2014-03-24T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,52594.0,52594.0,1.0,1.0,0.735798956531226,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BFxm7QAD,2010-06-14T00:00:00,2017-11-13T00:00:00,#N/A,2.0,0.0,0.0,45954.0,45954.0,2.0,1.0,0.700459589022223,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BGTGnQAP,2010-09-21T00:00:00,2017-10-31T00:00:00,#N/A,2.0,0.0,0.0,40121.0,40121.0,2.0,1.0,0.610921608381202,IVR,SMS,2017-11-14T00:00:00
0035B00000AUxDiQAL,#N/A,2017-05-29T00:00:00,#N/A,19.0,0.0,0.0,45810.0,45810.0,19.0,0.0,0.201137438204048,Carta,Email,2017-11-14T00:00:00
0035B00000BBRZ0QAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,42579.0,42579.0,1.0,1.0,0.755173600381651,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBRajQAH,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,165420.0,165420.0,1.0,1.0,0.823646322522006,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAv8ZQAT,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,19896.0,19896.0,1.0,1.0,0.787918239385939,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAwHMQA1,2016-09-20T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,304357.0,304357.0,1.0,1.0,0.912170693508044,SMS,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBNBNQA5,#N/A,2017-05-29T00:00:00,#N/A,23.0,0.0,0.0,21501.0,21501.0,23.0,0.0,0.161370320615768,Corte,Carta,2017-11-14T00:00:00
0035B00000BBMCoQAP,#N/A,2017-11-06T00:00:00,#N/A,3.0,0.0,0.0,20148.0,20148.0,3.0,0.0,0.352241896561323,Corte,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBUoVQAX,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,5601.0,5601.0,1.0,1.0,0.721518791853899,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAtDzQAL,#N/A,2017-01-02T00:00:00,#N/A,31.0,0.0,0.0,29431.0,29431.0,31.0,0.0,0.202185943403132,Corte,Carta,2017-11-14T00:00:00
0035B00000BBNDUQA5,#N/A,2017-11-30T00:00:00,2017-11-16T00:00:00,1.0,0.0,0.0,41349.0,41349.0,1.0,1.0,0.585428372686716,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBJgWQAX,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,36082.0,36082.0,1.0,1.0,0.704117152585227,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAutIQAT,2014-11-25T00:00:00,2017-10-30T00:00:00,#N/A,2.0,0.0,0.0,34118.0,34118.0,2.0,1.0,0.596458246313024,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAuEYQA1,2016-10-18T00:00:00,2017-11-13T00:00:00,#N/A,2.0,0.0,0.0,97212.0,97212.0,2.0,1.0,0.751230999393122,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBVXmQAP,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,47195.0,47195.0,1.0,1.0,0.725595444984782,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBSKHQA5,2013-11-26T00:00:00,2017-11-13T00:00:00,#N/A,2.0,0.0,0.0,47759.0,47759.0,2.0,1.0,0.586281947433718,IVR,SMS,2017-11-14T00:00:00
0035B00000BBVXWQA5,#N/A,2017-10-30T00:00:00,#N/A,2.0,0.0,0.0,148828.0,148828.0,2.0,1.0,0.786162827475289,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BB06FQAT,2009-06-12T00:00:00,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,35191.0,35191.0,1.0,1.0,0.583544332818169,IVR,Email,2017-11-14T00:00:00
0035B00000BBU6mQAH,#N/A,#N/A,#N/A,1.0,0.0,0.0,7.0,7.0,1.0,0.0,0.272746511283201,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BAufkQAD,#N/A,2017-11-30T00:00:00,#N/A,1.0,0.0,0.0,34621.0,34621.0,1.0,1.0,0.869988090195683,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBNOiQAP,#N/A,2017-08-29T00:00:00,#N/A,4.0,0.0,0.0,7464.0,7464.0,4.0,1.0,0.506596180289381,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BBVX9QAP,#N/A,2017-04-27T00:00:00,#N/A,8.0,0.0,0.0,407365.0,407365.0,8.0,0.0,0.231840924253741,Corte,Carta,2017-11-14T00:00:00
0035B000007kUqgQAE,#N/A,2016-12-19T00:00:00,#N/A,47.0,0.0,0.0,153106.0,153106.0,47.0,0.0,0.170722627794851,Corte,Carta,2017-11-14T00:00:00
0035B000007kVWzQAM,#N/A,#N/A,#N/A,1.0,0.0,0.0,6820.0,6820.0,1.0,1.0,0.859598925934801,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CLIHiQAP,#N/A,#N/A,#N/A,1.0,0.0,0.0,20221.0,20221.0,1.0,1.0,0.821916392047974,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQ684QAD,#N/A,2017-12-15T00:00:00,#N/A,1.0,0.0,0.0,62336.0,62336.0,1.0,1.0,0.78268524621979,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQIRBQA5,2010-09-13T00:00:00,#N/A,#N/A,1.0,0.0,0.0,28604.0,28604.0,1.0,1.0,0.874529319195742,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQDXVQA5,2017-08-04T00:00:00,2017-11-16T00:00:00,#N/A,2.0,0.0,0.0,34821.0,34821.0,2.0,1.0,0.556746694561951,Email,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQJ8rQAH,2016-09-02T00:00:00,#N/A,#N/A,1.0,0.0,0.0,7100.0,7100.0,1.0,1.0,0.649375510157071,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQT5oQAH,#N/A,2017-11-16T00:00:00,#N/A,2.0,0.0,0.0,51907.0,51907.0,2.0,1.0,0.832983813915453,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQSRAQA5,2010-02-25T00:00:00,2017-12-15T00:00:00,#N/A,1.0,0.0,0.0,19434.0,19434.0,1.0,1.0,0.765796093921302,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQBZYQA5,2017-03-01T00:00:00,2017-11-16T00:00:00,#N/A,1.0,0.0,0.0,46167.0,46167.0,1.0,1.0,0.740088711797615,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQDNTQA5,#N/A,#N/A,#N/A,1.0,0.0,0.0,19651.0,19651.0,1.0,1.0,0.674481915617156,Email,SMS,2017-11-14T00:00:00
0035B00000CQNz0QAH,#N/A,#N/A,#N/A,1.0,0.0,0.0,993.0,993.0,1.0,1.0,0.658296567208813,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQQ13QAH,#N/A,2017-12-15T00:00:00,#N/A,1.0,0.0,0.0,13808.0,13808.0,1.0,1.0,0.812725795735046,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQBT7QAP,2017-11-02T00:00:00,2017-11-16T00:00:00,#N/A,2.0,0.0,0.0,155255.0,62405.0,2.0,1.0,0.88662623397068,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQSUWQA5,2009-12-01T00:00:00,2017-11-16T00:00:00,#N/A,2.0,0.0,0.0,36526.0,36526.0,2.0,1.0,0.70633391226803,IVR,SMS,2017-11-14T00:00:00
0035B00000CQ6P5QAL,#N/A,#N/A,#N/A,1.0,0.0,0.0,34542.0,34542.0,1.0,1.0,0.531700726228132,IVR,Email,2017-11-14T00:00:00
0035B00000CQ964QAD,2016-08-29T00:00:00,2017-11-16T00:00:00,#N/A,2.0,0.0,0.0,83334.0,83334.0,2.0,1.0,0.576634807806573,IVR,Email,2017-11-14T00:00:00
0035B00000CQAjuQAH,2017-10-02T00:00:00,2017-12-15T00:00:00,#N/A,1.0,0.0,0.0,16877.0,16877.0,1.0,1.0,0.608732823794331,Email,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQEcqQAH,#N/A,#N/A,#N/A,1.0,0.0,0.0,33478.0,33478.0,1.0,1.0,0.836535778808963,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQI2UQAX,#N/A,#N/A,#N/A,1.0,0.0,0.0,28643.0,28643.0,1.0,1.0,0.874738979440155,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B000007kY1gQAE,2017-09-12T00:00:00,2017-12-02T00:00:00,2017-10-18T00:00:00,1.0,1.0,0.0,20680.0,17174.0,1.0,1.0,0.507218489490802,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B000007kY1oQAE,2017-05-04T00:00:00,#N/A,#N/A,1.0,0.0,0.0,1636.0,1636.0,1.0,1.0,0.669155863897651,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B000007kV9JQAU,2017-10-16T00:00:00,2017-11-27T00:00:00,2017-11-13T00:00:00,1.0,0.0,0.0,121408.0,45754.0,1.0,1.0,0.832158847609138,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B000007kY20QAE,#N/A,#N/A,#N/A,1.0,0.0,0.0,19623.0,19623.0,1.0,1.0,0.871135252533491,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQDTLQA5,#N/A,#N/A,#N/A,1.0,0.0,0.0,20896.0,20896.0,1.0,1.0,0.642870841197675,IVR,Email,2017-11-14T00:00:00
0035B00000CQ8xUQAT,#N/A,#N/A,#N/A,1.0,0.0,0.0,38366.0,38366.0,1.0,1.0,0.841144164432431,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQICzQAP,2010-02-20T00:00:00,2017-11-16T00:00:00,#N/A,2.0,0.0,0.0,57333.0,57333.0,2.0,1.0,0.682243828263283,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQGwgQAH,2013-09-13T00:00:00,2017-11-16T00:00:00,2017-10-02T00:00:00,2.0,2.0,0.0,324537.0,234050.0,2.0,1.0,0.599493337459657,Telefono,IVR,2017-11-14T00:00:00
0035B00000CQApFQAX,2008-02-07T00:00:00,2017-11-16T00:00:00,#N/A,2.0,0.0,0.0,45553.0,45553.0,2.0,1.0,0.798574102717718,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000CQELzQAP,2012-10-17T00:00:00,2017-11-16T00:00:00,#N/A,2.0,0.0,0.0,46692.0,46692.0,2.0,1.0,0.764461889676195,IVR,SMS,2017-11-14T00:00:00
0035B00000CQNSQQA5,2010-11-15T00:00:00,#N/A,2017-11-10T00:00:00,1.0,1.0,0.0,232665.0,48294.0,1.0,1.0,0.632133382270612,IVR,SMS,2017-11-14T00:00:00
0035B00000AUrFjQAL,2012-12-12T00:00:00,2017-11-28T00:00:00,#N/A,1.0,0.0,0.0,21818.0,21818.0,1.0,1.0,0.729765957692258,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000AUltgQAD,2015-07-21T00:00:00,2017-01-02T00:00:00,2017-03-13T00:00:00,19.0,7.0,0.0,513376.0,513376.0,19.0,0.0,0.172838099409745,Carta,Telefono,2017-11-14T00:00:00
0035B00000AUlpMQAT,2014-10-06T00:00:00,2017-11-28T00:00:00,#N/A,1.0,0.0,0.0,25170.0,25170.0,1.0,1.0,0.706122791706157,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000AUwcwQAD,#N/A,2017-11-28T00:00:00,#N/A,1.0,0.0,0.0,51188.0,51188.0,1.0,1.0,0.805180029938622,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000AUwOKQA1,#N/A,2017-11-28T00:00:00,#N/A,1.0,0.0,0.0,30608.0,30608.0,1.0,1.0,0.704317015421453,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000BJHwzQAH,2017-10-16T00:00:00,2017-11-28T00:00:00,2017-11-13T00:00:00,1.0,0.0,0.0,130164.0,52560.0,1.0,1.0,0.853293412438506,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000AUyqlQAD,2008-09-09T00:00:00,2017-02-28T00:00:00,#N/A,10.0,0.0,0.0,123318.0,123318.0,10.0,0.0,0.1712285460475,Carta,Telefono,2017-11-14T00:00:00
0035B00000AUmHCQA1,2010-10-13T00:00:00,2017-11-28T00:00:00,#N/A,1.0,0.0,0.0,67169.0,67169.0,1.0,1.0,0.853626957794923,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B000007kUWeQAM,2016-05-18T00:00:00,2017-11-28T00:00:00,#N/A,1.0,0.0,0.0,72341.0,72341.0,1.0,1.0,0.749061887815698,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
0035B00000AUzdBQAT,2017-05-17T00:00:00,2017-11-28T00:00:00,#N/A,1.0,0.0,0.0,125151.0,125151.0,1.0,1.0,0.577225890882418,Telefono,IVR,2017-11-14T00:00:00
0035B00000CLE7xQAH,2017-06-27T00:00:00,2017-12-14T00:00:00,#N/A,1.0,0.0,0.0,16726.0,16726.0,1.0,1.0,0.70660820158584,No Hacer Nada,No Hacer Nada,2017-11-14T00:00:00
